id,price,bedrooms,bathrooms,sqft_living,sqft_lot,condition
7405700015,406000,3,1,1090,11292,4
3761700251,600000,4,2,2510,38141,3
5424100030,327555,3,2.5,2329,5720,3
1771100130,332900,3,1.5,1190,11996,4
8165500110,328000,2,2.25,1550,2079,3
1321059052,449000,5,2.5,2570,61855,4
1776460190,429900,3,2.5,2370,5353,3
6084600330,260000,3,1.75,1670,8511,3
2523089097,524500,3,1.5,3430,264844,3
6806100340,290000,3,2.5,2020,4861,3
9407111250,245000,3,1,1020,8625,3
9541800075,685650,3,1.75,1490,16200,5
985001082,246000,3,1.5,1780,23819,3
7304301231,345000,3,2.5,1680,2229,3
7203230010,1050000,4,3.25,3830,8331,3
8651510020,492000,3,2.25,2100,7335,3
1592000050,655000,4,2.5,2370,9517,3
1773100620,350000,5,3,2320,8400,3
1088000030,435000,4,2.25,1990,8548,3
4305600360,500012,4,2.5,2400,9612,3
1926069137,775000,4,3.25,4100,241322,3
9533100285,2065000,4,3.75,4350,7965,3
9429400060,377000,3,2.5,1870,5333,3
363000045,520000,3,1,940,3000,3
4364700805,315000,1,1,580,7200,3
8669160010,292500,3,2.5,2095,3438,3
9558050230,590000,4,3.5,3450,6873,3
2071700010,340000,3,2.25,2580,7434,3
7237550130,1300000,4,3.5,4380,74052,3
1023059313,390000,3,2.5,1910,4755,3
7524950540,800000,4,2.25,2120,9921,3
1822069097,540000,6,3,2870,206474,3
3845101100,392440,4,2.5,2547,4800,3
2325039067,690000,3,2,1760,6428,4
9524100207,245000,2,1.5,690,1058,3
4139900050,1468000,4,3.25,5010,34460,3
1822300040,420000,2,1.5,1040,3500,4
7686202635,185000,2,1,900,8000,4
4058000060,416000,3,2,2220,94300,5
8151600973,375000,4,2.5,2510,7245,3
255450040,389517,4,2.5,2640,4725,3
50300220,363000,4,2.5,2180,9281,3
3295450050,322000,4,2.5,1950,4553,3
8651580660,620000,4,2.25,2210,8101,3
2595650170,367300,4,2.75,2190,14937,3
2061100390,475000,2,2,1440,3720,3
2570300240,405000,5,1.75,1880,10000,3
7844200050,330000,5,2.25,2000,7900,4
1254201106,524500,3,1.5,1580,3172,4
4154303125,650000,3,1.75,2330,7200,4
4468400211,205000,3,2.25,1250,952,3
381000240,650500,4,1.75,2340,5940,3
1622059095,292000,3,1.75,1730,11325,5
5083000375,170000,3,1,1310,9529,3
4022902715,525000,5,3.25,2480,10277,5
8822901301,281000,3,1.5,1280,974,3
2025770560,930000,4,4.25,5710,24663,3
1823049179,385000,4,2,2340,9716,3
1624049228,325000,4,1,2410,6975,3
3501600215,380000,2,1,1000,4800,3
291310370,366000,3,2.25,1445,1028,3
4444800045,657500,4,1.75,1620,7560,4
8857640040,425000,4,2.5,2400,6053,3
9542000340,500000,3,1.75,1560,16194,3
2215902010,275000,3,2.5,1600,7000,4
3205200480,421000,3,1.75,1100,8662,5
1862400285,375000,3,1,1200,5404,3
3276930270,817500,4,2.5,2910,35679,4
1026069155,539000,3,2,1800,43995,3
926069009,649950,4,2.5,2350,63162,4
3826000070,185000,3,1,1150,8100,3
7370600020,606000,3,1.75,1970,8540,4
1322049335,244615,3,2.5,2060,4030,3
2113700360,315000,6,4,3120,4240,4
2726049071,489950,2,1,820,4206,3
59000201,611206,1,1,1940,6300,3
114101161,480000,3,1.5,2100,67269,4
293070090,859990,4,2.75,3520,5500,3
9829200566,1165000,3,3,3790,5001,3
8161010060,504750,3,2.5,2490,21937,3
1327600150,359950,4,2.75,2260,5705,3
7202331050,550000,3,2.5,2360,4080,3
6453900040,575000,5,2.5,2990,7500,3
121059147,392000,4,2.5,2300,41167,3
3905100520,510000,3,2.5,1860,3658,3
9578080040,589000,3,3,1720,954,3
617000030,887500,3,3,4230,54977,3
2738640040,644000,4,2.5,3310,4839,3
6811000220,510000,3,2.75,1950,12630,4
8032700140,830000,5,3,2920,2808,3
5416510110,297500,4,2.5,1910,5000,3
7308900445,375000,3,1,1870,7671,4
5547700270,625000,4,2.5,2570,5520,3
3905081530,571500,4,2.75,2180,5799,4
1525059215,815000,5,2.25,3410,35536,3
7502800030,659950,4,2.75,3550,9400,3
2926049376,220000,2,1,1060,10423,3
9477001280,425000,4,2,1520,7983,5
1073100030,365000,3,1,1120,8443,3
5525400530,706000,5,2.5,2890,15891,3
5416500520,300000,3,2.5,1750,4200,3
6056100380,415000,3,2.25,1970,2377,3
7856610130,840000,4,2.25,2720,8712,4
4319200620,235000,2,1,1270,9182,3
6204200560,425000,3,2,1540,8011,3
5729000080,465000,3,3,2290,15600,3
3578401770,400000,3,1,1410,9704,3
8079040490,470000,3,2.5,2150,8221,3
1766600075,389100,2,1,840,5400,4
2487200775,610000,4,3,2110,5000,4
2508000020,250000,2,1,750,6350,3
2028700535,855000,4,3,2550,5300,3
1560920450,550000,4,3,4180,35169,3
148000475,1400000,4,3.25,4700,9160,3
9414610240,485000,3,1.75,2030,10089,4
2767603612,489000,2,2.25,1290,1334,3
8682291720,559950,2,2,1870,4950,3
7895500070,240000,4,1,1220,8075,2
322059161,287000,3,1,1250,26862,3
7227801955,162000,4,2,1440,7641,4
2205700350,378500,4,1.75,1700,8640,3
8682320640,695000,2,2.5,2170,7665,3
1623800440,499922,3,2,1460,3000,4
2313900165,479200,3,2,1510,3750,4
263000329,349950,3,2.5,1420,1162,3
7452500565,260000,3,2,2710,5000,3
8945300110,196000,3,1,1000,8470,4
7227800055,199500,4,2,1750,8116,4
3031200120,255000,4,1.75,960,8863,5
1247600105,5110800,5,5.25,8010,45517,3
9268710140,191950,2,2.5,1390,1302,3
2946002914,325000,3,1.75,2300,6200,4
1775920210,374000,3,1,1200,9800,4
7789000120,229000,3,1,940,8400,3
9541600060,799000,5,2.75,2500,19783,4
2011400401,510000,3,2.5,2730,7136,3
5126400150,239950,3,1,1140,8366,5
6149700194,319950,3,3.25,1510,1245,3
2310000440,279950,3,2.25,1340,7202,4
5668500045,375000,3,2,1450,7300,5
4167960330,270000,3,2,1820,7750,3
121039083,629000,3,1.75,1460,12367,4
9542800700,272000,3,1.75,2160,7140,4
3422049088,389000,3,1.75,2180,9220,4
3616600250,1600000,3,3.25,3790,19000,3
7964410100,700000,4,3.5,5360,25800,3
2023049218,445000,2,1,930,7740,1
109200390,245000,3,1.75,1480,3900,4
1523059180,354900,3,1,1720,16552,4
7224000450,230000,6,1.5,1810,4838,4
1862700290,339900,4,2.5,2340,9748,3
322059049,295000,2,1,820,288367,3
1604590190,775000,5,3.5,3730,16679,3
7436900045,383000,3,1,1150,10196,4
9455200596,357500,3,1,1450,8100,3
424049059,373000,3,2,1400,2445,3
5538300225,405000,4,1.75,2180,13529,3
2320069260,415000,3,2,2010,33090,5
4140940150,572000,4,2.75,2770,3852,3
9826700707,492000,3,2.5,1690,1479,3
293800410,824000,4,3.5,3650,57538,3
1682500160,210000,3,2,1440,7210,3
8563020170,485000,3,1.75,1650,9500,3
4070700290,899000,3,2.5,1950,3730,3
5457300696,700000,3,2.5,1660,1545,3
3224800075,234000,3,1.75,1420,8738,4
2426049113,459000,4,1.5,2020,9583,4
1796360080,237950,2,1.75,1460,7926,4
3629760110,634000,3,2.5,2490,4904,3
7841300230,324950,4,2,2160,4800,4
1087500040,403000,3,1.75,1270,10790,3
6056110430,629000,3,2.5,2160,1912,3
164000271,340000,3,1,980,7228,3
6021503656,375000,3,2.5,1330,1064,3
808300090,435000,4,2.5,2650,9065,3
5026900160,1600000,5,2.5,3100,5374,4
3746700120,857326,3,3.5,3940,11632,3
9362000040,3400000,3,4.5,5230,17826,3
4139910160,1600000,5,3.25,4320,32840,3
2254501440,546000,4,3,1790,3600,3
441000115,470000,2,1,900,5512,3
8122100160,385000,3,0.75,1330,7020,5
9264902050,315000,6,2.75,2940,7350,3
1556200205,774900,5,1,1750,3861,3
6131600255,202500,3,2,1540,8316,5
3530490031,202200,2,1.75,1330,2159,4
3619600132,635000,3,1.75,2940,6000,4
1825079070,590000,3,1.75,1560,242629,3
5316100920,2250000,3,4.25,5150,7800,3
3625700010,1870000,5,4,4510,15175,3
7796600085,185000,4,1,1400,8684,3
1454100267,430000,2,1,1460,9207,3
5649600225,457500,3,1,960,4600,4
2639400020,635000,4,1.75,2460,7560,4
7852020580,375000,3,2.75,1890,3930,3
3622069103,760000,4,2.5,3600,155509,3
7952800010,475000,4,2.5,3060,10043,4
6672500040,334500,3,2,1700,8160,3
7844200415,489000,3,3,3700,10375,3
53500020,248000,3,2.5,1870,4046,3
3410600015,250000,2,0.75,700,16828,4
2064800600,367500,3,1,1270,8792,5
1099900020,368500,5,2.75,2530,7601,3
8568000070,500000,4,2.5,2840,18001,3
5212000020,630100,4,2.75,1910,11356,5
4039300810,427000,3,1,1200,5252,3
4051100230,240000,3,1,1340,7000,4
2125059124,955000,3,2.25,3020,43560,3
7576700150,1325000,3,2.25,2360,5504,4
7214810050,537000,4,2.25,2640,8800,3
2202500290,435000,4,1,1450,8800,4
1732800194,840000,2,2.5,1680,975,3
1279300085,654500,4,1,1780,5000,3
1588600045,459000,2,1.75,1170,4887,3
1338600175,940000,4,2.25,1890,5940,3
3364900156,382888,1,1,620,2380,3
7960100260,349500,3,2,1270,3600,3
2473381070,300000,3,1.75,1210,7000,3
3395070980,461500,5,3.25,2820,3275,3
2125059163,1042031,4,5,4110,43560,4
4338800685,299999,4,2,1640,7200,5
4180300050,400000,4,3.5,3350,9681,3
6788200605,575000,3,1.75,2010,3800,2
1604601855,360500,3,1,970,6180,3
6751500185,795000,5,3,2750,10000,4
1920079103,390500,2,1.75,1460,426450,5
4141000060,1227500,4,2.5,3180,10319,4
2205500335,420000,4,1.75,1940,11500,4
123000110,520000,2,1,910,5000,3
6169901006,600000,2,1,1180,2160,3
9510910050,712000,3,2.5,2375,4094,3
2780910100,349900,5,2.5,2530,4229,3
2599001240,200000,4,2.5,1720,9600,3
2710600080,525000,4,2,1720,6099,4
2428100100,847093,4,2.75,2760,5670,3
4310703083,355000,3,2,1220,1186,3
1518000290,325000,3,2.75,1580,4007,3
3883800011,82000,3,1,860,10426,3
711000110,1266525,3,2.5,3060,9576,3
6648701420,205000,4,2,1450,8175,4
3157600075,380000,3,2,1440,3218,3
4139470010,1615000,4,3.25,4250,12281,3
1139600270,300000,3,2.75,2090,9620,3
7399200510,383000,4,2.5,2370,10580,3
3832600080,270000,3,2.25,1740,7345,3
8132700150,553000,2,1,900,5000,3
9510970090,637250,4,2.5,2120,3220,3
1099600010,210000,4,1.5,1130,7840,4
2521059042,456000,5,2.75,2720,193406,4
7683800192,179950,3,1,960,10125,4
9274202165,560000,3,1.75,1570,4375,3
8106300820,500000,3,2.5,3040,5326,3
8923600185,800000,3,2.5,2760,9471,3
4114601570,3600000,3,3.25,5020,12431,3
3095000095,580000,3,2,2040,4800,4
3126049261,259250,3,1,940,5904,3
3058600050,285000,2,1,920,5850,4
1724069043,739888,3,2.5,2420,43177,4
2648000071,225000,4,1.75,1420,10300,3
1070000390,1054690,4,3.5,3390,3979,3
9542890100,415000,2,2.25,1130,2191,3
8029900110,430000,4,2.5,3000,9460,3
8091410080,267500,3,1.75,1650,7807,3
641900050,335000,4,2.25,2160,8817,3
1931300665,850000,3,3,1910,4800,3
7212680460,359000,4,3.5,2770,8763,3
2991000400,272000,3,2.5,1790,6371,3
1925069082,2200000,5,4.25,4640,22703,5
3709600180,346000,4,2.5,2100,3916,3
7129301445,450000,4,2.75,2310,5650,3
3297700100,577000,3,1.75,1740,5500,5
808300460,415000,4,2.5,2230,5743,3
9376301800,724950,4,1.75,1960,4340,5
2902200015,700000,9,3,3680,4400,3
7935000280,2195000,5,3.25,5210,35765,5
723069089,575000,4,2.5,2550,56628,3
7852180340,430000,3,2.5,2360,6699,3
1370803835,705000,2,1.75,2320,6755,5
3630180450,800000,4,2.75,3260,5000,3
3342100421,745000,4,2.5,3170,5100,3
6884800210,619000,4,1.75,1660,3800,3
333100209,690000,3,1.75,2330,16300,3
9828201725,387500,4,1,1320,4440,3
8155500110,754000,5,1.75,2350,7800,4
8944600060,541900,3,2.5,1880,3054,3
